Quelle:;"Bayerisches Landesamt für Umwelt, www.gkd.bayern.de"
Datenbankabfrage:;"23.11.2023 14:44"
Zeitbezug:;MEZ
Messstellen-Name:;"Laufen Messstation"
Messstellen-Nr.:;12771
Gewässer:;Salzach
Ostwert:;793265;Nordwert:;5316906;"ETRS89 / UTM Zone 32N"

Datum;"NO3 [mg/l]";"o-PO4-P [mg/l]";Prüfstatus
"1993-05-12 09:35:00";2,4;0,012;Geprueft
"1993-05-26 09:20:00";2,3;0,021;Geprueft
"1993-06-07 09:20:00";2,3;0,021;Geprueft
"1993-06-23 09:35:00";2,4;0,013;Geprueft
"1993-07-07 09:25:00";2,2;0,006;Geprueft
"1993-07-21 09:15:00";2,00;0,041;Geprueft
"1993-08-04 09:55:00";2,5;"< BG";Geprueft
"1993-08-18 09:00:00";2,4;0,005;Geprueft
"1993-09-01 09:05:00";2,7;0,007;Geprueft
"1993-09-15 09:20:00";2,00;0,01;Geprueft
"1993-09-29 09:20:00";3,00;0,011;Geprueft
"1993-10-13 09:30:00";3,00;0,014;Geprueft
"1993-10-27 09:50:00";3,4;"< BG";Geprueft
"1993-11-10 09:00:00";2,9;0,017;Geprueft
"1993-11-24 10:05:00";3,3;0,013;Geprueft
"1993-12-08 09:25:00";3,5;0,014;Geprueft
"1993-12-20 09:30:00";3,9;0,021;Geprueft
"1994-01-03 09:25:00";4,9;0,023;Geprueft
"1994-01-19 09:20:00";3,5;0,016;Geprueft
"1994-02-02 09:30:00";4,4;0,021;Geprueft
"1994-02-16 10:15:00";3,9;0,021;Geprueft
"1994-03-02 09:00:00";3,8;0,046;Geprueft
"1994-03-16 08:55:00";3,7;0,005;Geprueft
"1994-03-29 09:05:00";4,00;0,009;Geprueft
"1994-04-13 08:30:00";3,7;0,037;Geprueft
"1994-04-27 10:15:00";3,1;0,005;Geprueft
"1994-05-09 09:40:00";2,9;"< BG";Geprueft
"1994-05-25 10:05:00";2,2;0,01;Geprueft
"1994-06-08 09:25:00";2,4;"< BG";Geprueft
"1994-06-22 08:55:00";2,00;"< BG";Geprueft
"1994-07-06 09:00:00";2,5;0,009;Geprueft
"1994-07-18 10:40:00";2,2;"< BG";Geprueft
"1994-08-03 09:20:00";2,3;0,006;Geprueft
"1994-08-17 09:15:00";2,3;0,011;Geprueft
"1994-08-31 09:35:00";2,4;0,013;Geprueft
"1994-09-14 09:30:00";2,00;0,009;Geprueft
"1994-09-28 09:15:00";1,9;0,015;Geprueft
"1994-10-12 09:15:00";2,3;0,017;Geprueft
"1994-10-26 09:15:00";2,2;0,009;Geprueft
"1994-11-09 09:20:00";3,00;0,01;Geprueft
"1994-11-23 09:20:00";3,1;"< BG";Geprueft
"1994-12-07 09:00:00";3,3;0,007;Geprueft
"1994-12-19 08:46:00";3,6;0,01;Geprueft
"1995-01-04 09:00:00";4,4;0,017;Geprueft
"1995-01-18 10:45:00";4,3;0,022;Geprueft
"1995-02-01 09:25:00";4,4;0,014;Geprueft
"1995-02-14 09:15:00";4,3;0,015;Geprueft
"1995-03-01 09:00:00";4,4;0,014;Geprueft
"1995-03-15 09:10:00";4,1;0,019;Geprueft
"1995-03-29 10:00:00";4,9;0,008;Geprueft
"1995-04-12 08:40:00";3,6;0,01;Geprueft
"1995-04-26 08:54:00";2,9;"< BG";Geprueft
